id,document,label
5f425ed79dd513131eacf043,아니야. 선수처럼 잘 달리는게 아니라 그냥 내 기록보다 몇 분이나 더 빨리 도착한 거야.,1
5f4260e29dd513131eacf05b,맞아. 우리집은 딱히 환기가 될만한 창문이란 게 없어. 그러니 더 심한 것 같애.,0
5f4261039dd513131eacf05e,맞아. 곰팡이 땜에 계속 락스로 청소했더니 머리가 너무 아파.,0
5f4261379dd513131eacf062,지금 당장에 구매할게. 추천 좀 해줘.,0
5f42614c9dd513131eacf063,지금 당장 구매할게. 좋은 제품으로 추천 좀 해줘.,0
5f42616f9dd513131eacf067,으 쓰레기통에서 역겨운 냄새가 나기 시작했어.,0
5f4261859dd513131eacf068,내가 음식물 쓰레기를 쓰레기통에 버려버렸어.,0
5f42619c9dd513131eacf06b,바로 묶어서 버렸지. 하지만 냄새가 사라지질 않아.,0
5f4261b19dd513131eacf06c,방향제 냄새랑 음식물 쓰레기 냄새랑 섞여서 더 이상할까봐서 못하겠어.,0
5f4262089dd513131eacf074,드디어 구매한 노트북이 도착했어. 뜯어봐야지.,1
5f4262259dd513131eacf077,좋은 제품은 아니야. 알바비를 모아서 산 거기 때문에 저렴한 걸로 샀어.,1
5f4262449dd513131eacf07a,알았어. 내가 다 알아서 할게. 걱정하지 마.,1
5f42625a9dd513131eacf07b,할 게 너무 많아. 영화도 봐야지. 그동안 못봤던 드라마하고 예능프로도 볼 거야. 그리고 중요한 건 프로젝트를 해야 돼.,1
5f4262889dd513131eacf07c,오호. 좋은 정보인데? 그런 게 있으면 당장 가입해야지.,1
5f42782c9dd513131eacf143,최종 발표를 마쳤으니까 프로젝트가 완전히 끝난 거라고 보면 돼. 너무 홀가분해.,1
5f42784c16bbac1317968f11,신나는 음악을 들으면서 춤을 추고 싶을 정도로 기분이 너무 좋아.,1
5f4278659dd513131eacf14a,프로젝트를 진행하느라고 한 달 동안 친구를 못 만났는데 이번 기회에 친구를 만나는 것도 좋을 것 같아.,1
5f42789a9dd513131eacf14f,그동안 프로젝트를 하느라고 너무 바쁘고 힘들었으니까 이번 기회에 여행을 가서 힐링을 하고 오는 시간을 가져봐야겠어.,1
5f4278f716bbac1317968f12,오늘부터 일주일동안 휴간데 휴가기간 내내 비가 온대. 너무 짜증나.,0
5f4279169dd513131eacf15b,오랜만에 가족들이랑 동해바다에 가서 실컷 놀고 오기로 했어. 그런데 비가 와서 망했어.,0
5f42793c9dd513131eacf15e,프로젝트가 너무 바빠서 일년만에 받은 휴가인데 비가 와서 아무데도 갈 수가 없어. 너무 속상해.,0
5f42796b9dd513131eacf166,휴가 기간 내내 비소식이 있어서 여행을 가는 건 포기할 것 같아. 너의 말대로 쉬면서 집에서 휴가를 즐길 수 있는 방법을 찾아봐야 할 것 같아.,0
5f4279b516bbac1317968f13,쓰레기통에서 역겨운 냄새가 나고 있어.,0
5f4279da9dd513131eacf173,쓰레기통에서 이상한 냄새가 나서 쓰레기통 안을 뒤져봤더니 음식물쓰레기가 썩어서 나는 냄새였어.,0
5f4279fb9dd513131eacf178,쓰레기통에서 나는 냄새가 너무 고약하고 날파리가 생겨서 지금 당장 음식물쓰레기랑 같이 쓰레기를 버려야 될 거 같아.,0
5f427a189dd513131eacf17b,냄새가 너무 고약해서 방향제로 처리할 수 있을지 모르겠어.,0
5f427a3716bbac1317968f14,치우는게 너무 힘들지만 내가 음식물쓰레기를 쓰레기통에다 버린게 잘못이니까 얼른 냄새안나게 치워야지.,0
5f427b139dd513131eacf191,구매한 노트북이 엄청 늦게 와서 기다리고 있었는데 오늘 도착한거야. 너무 기뻐. 노트북은 200만원 정도 주고 샀어.,1
5f427b3b9dd513131eacf192,노트북이 도착하자마자 문제가 있는지 여기저기 살펴봤는데 다 괜찮았어. 엄청 좋아.,1
5f427b689dd513131eacf193,노트북으로 동화책 글쓰기 작업을 할거야. 너무 기대가 돼.,1
5f427b8b9dd513131eacf194,노트북을 밖에서 쓸 일도 생길테니까 보험 가입을 생각해봐야겠어.,1
5f427bc79dd513131eacf197,요새 환기를 자주 시켜주는데도 화장실에 곰팡이가 계속 생기고 있어서 신경쓰여.,0
5f427c0e9dd513131eacf199,곰팡이 제거제가 화장실에 곰팡이를 없애는데 많은 효과가 있대?,0
5f427c299dd513131eacf19a,그래? 곰팡이 제거제가 곰팡이를 없애는 데 효과가 있다고 하니까 나도 한번 구매해볼래. 효과 좋은 걸로 한번 추천해줘.,0
5f427f4e9dd513131eacf1d2,달리는 동안은 너무 지치고 힘들었는데 결승선을 통과하는 순간 너무 기분이 좋았어. 날아갈 것 같았어.,1
5f427f709dd513131eacf1d3,함께 뛰는 크루가 있어서 힘들 때마다 격려해주니까 큰 힘이 돼.,1
5f427fe49dd513131eacf1d8,인플루언서가 진행하는 이벤트에 당첨돼서 기분이 엄청 좋아.,1
5f427ffd9dd513131eacf1d9,당첨자를 한 명 뽑는 거였는데 내가 당첨된 거야. 엄청 운이 좋지?,1
5f4280349dd513131eacf1db,당연히 자랑했지! 비싼 향수를 선물로 받았다고 자랑했더니 다들 부러워했어.,1
5f4280579dd513131eacf1dc,당연하지. 비싼 향수를 선물로 받았다고 사람들한테 이야기했더니 다들 부러워했어.,1
5f4282499dd513131eacf1ec,"아니, 요즘 다 왜 이러는 거야? 정말 이해가 안돼.",0
5f4282609dd513131eacf1ed,내가 좋아하는 유튜버가 뒷광고를 했다고 시청자들에게 사과하는 영상을 올렸어.,0
5f4283139dd513131eacf1f2,지금 너무나 화가 났는데 마음을 진정시킬 수 있는 영상이 있으면 하나만 추천해줘.,0
5f4283409dd513131eacf1f4,나 혼자 갇히게 된 거 같아.,0
5f42839b9dd513131eacf1f7,내가 잠을 자고 있는 동안에 비가 너무나 많이 와서 우리 동네가 홍수 피해지역이 됐대. 나 고립 된 거 같아.,0
5f4283e69dd513131eacf1f9,아직까지는 집 안에 물이 들어오지 않았어. 하지만 언제 물이 들어올까봐 너무 무섭고 걱정돼.,0
5f42840f9dd513131eacf1fa,"아직까지는 물이 집 안으로 들어오지 않았는데, 물이 조만간 들어올까봐 너무 걱정 돼.",0
5f3fe2969dd513131eace8b4,헐. 나 이벤트에 당첨되었어!,1
5f3fe2a99dd513131eace8b5,내가 좋아하는 인플루언서가 이벤트를 하더라고. 그래서 그냥 한 번 해봤더니 내가 된 거야!,1
5f3fe2c59dd513131eace8b6,딱 한명 뽑는 거였어. 거기서 내가 됐어.,1
5f3fe30b9dd513131eace8c2,그동안 열심히 달리고 노력했어. 그랬더니 결과가 너무 좋아.,1
5f3fe3329dd513131eace8c7,내 휴가가 엉망이 되었어.,0
5f3fe3429dd513131eace8c8,신나는 음악을 들으면서 춤을 추는 것도 좋을 거 같아.,1
5f3fe3629dd513131eace8cb,여름 휴가 하면 여름 바다잖아. 바다 가고 싶었어.,0
5f3fe37a9dd513131eace8cd,정말 바빠서 일년 만에 휴가를 낸 거였거든. 운이 너무 안좋아.,0
5f3fe3a19dd513131eace8ce,그냥 하늘만 원망하고 지내기보단 영화나 게임 그런걸 하고 보내는게 더 나을 것 같긴 해.,0
5f3fe5189dd513131eace8f6,화장실은 자주 청소를 해도 곰팡이가 사라지질 않아.,0
5f3fe5189dd513131eace8f7,뛰는 순간은 힘들었지만 결승선을 밟는 순간 그 피로가 싹 가시더라고.,1
5f3fe5359dd513131eace8f9,환기도 많이 시키고 청소도 자주 하는데 너무 오래된 집이라 곰팡이가 안 없어져.,0
5f3fe6049dd513131eace90f,쓰레기통에서 역겨운 냄새가 나고 있어!,0
5f3fe6369dd513131eace915,그러니까. 얼른 쓰레기 봉지에 담아서 버려야 되겠어. 냄새가 너무 심해! 벌레도 생기는 것 같아.,0
5f3fe6799dd513131eace91c,깨끗이 닦고 환기시켜 말리고 해서 어쩔 수 없이 청소를 해야지.,0
5f3fe6d39dd513131eace926,조금 비싸. 백 만원이 넘어. 백 오십만원 정도 해.,1
5f3fe6f19dd513131eace929,그렇지 않아도 지금 뜯었어. 그런데 상품은 아주 좋아! 너무 마음에 들어.,1
5f3fe7119dd513131eace92d,"곰팡이 제거제라는 것도 있었어? 아, 진작에 알았으면 계속 그걸 썼지.",0
5f3fe72e9dd513131eace92e,당연히 그런게 있었으면 써야지. 구매할게.,0
5f3fe7709dd513131eace934,내가 음식물 쓰레기를 그곳에 버려버렸어.,0
5f3fe7839dd513131eace936,바로 묶어서 버렸는데 냄새는 없어지지를 않아.,0
5f3fe7b69dd513131eace939,내가 잘못 했으니 내가 다 치워야지 뭐.,0
5f3fe7d69dd513131eace93c,드디어 구매한 노트북이 도착했어!,1
5f3fe8479dd513131eace944,그런것도 있었어? 좋은 정보 정말 고마워.,1
5f3fe9249dd513131eace95e,내가 달리기 운동을 너무 좋아해서 매년 열리는 마라톤 대회에 출전했더니 기록이 점점 좋아지는 거 같아.,1
5f3fe96b9dd513131eace96c,함께 달리는 크루가 있어서 서로 응원하면서 격려해줘서 너무나 힘이 돼.,1
5f3fe98a9dd513131eace96f,함께 달리는 크루가 있어서 서로 도와주고 하니까 너무나 큰 힘이 돼.,1
5f3feaf99dd513131eace9ab,헐! 나 이벤트 당첨 됐어!,1
5f3feb859dd513131eace9b9,비싼 향수를 당첨 선물로 받았다고 주위 사람들한테 자랑했어. 다들 부러워 하더라고.,1
5f3fed569dd513131eace9db,"아니, 요즘 다 왜 그러는 거야? 정말 이해가 안 돼.",0
5f3fed6e9dd513131eace9de,내가 좋아하는 유튜버가 뒷광고를 했다고 시청자들한테 사과하는 영상을 올린거야.,0
5f3fede59dd513131eace9e9,지금은 너무 화가 나서 아무런 영상도 보고싶지 않아.,0
5f3ff60d9dd513131eacea43,그렇잖아도 친구들하고는 약속 벌써 다 잡았지.,1
5f3ff6db9dd513131eacea4c,아 요즘은 다들 왜 그러는거지? 이해가 안가.,0
5f3ff6f29dd513131eacea4d,내가 좋아하는 유튜버가 소개하는 제품이 있길래 사봤지. 그런데 그게 돈 받고 하는 광고였대.,0
5f3ff7119dd513131eacea4e,더 실망스러운 건 우리한테 사과를 안 해서 우리가 강제로 사과를 시킨 거야.,0
5f3ff74d9dd513131eacea50,스트레스를 싹 날려버릴만한 영상으로 부탁해.,0
5f3ff8169dd513131eacea53,나 아무래도 갇힌 것 같애.,0
5f4098ac9dd513131eaceb61,헐! 나 이벤트 당첨 되었어!,1
5f4098bf9dd513131eaceb62,내가 좋아하는 인플루언서가 이벤트를 하더라고. 그래서 한 번 신청 해봤지!,1
5f4098d89dd513131eaceb63,한 명 뽑는데 내가 된 거야!,1
5f409b3c9dd513131eaceb7a,아니야. 선수 급은 아니고 그냥 내가 노력한 결과를 얻은 것 같애서 너무 좋다는 거야.,1
5f409b5e9dd513131eaceb7b,결승선에 들어서는 순간 힘들었던게 싹 잊혀지더라고.,1
5f409d739dd513131eaceb8f,화장실은 청소를 해도 곰팡이가 사라지질 않아.,0
5f409dc79dd513131eaceb92,곰팡이 제거제 생각을 못해봤어. 알았으면 진작에 샀을텐데.,0
5f409e179dd513131eaceb96,내가 음식물 쓰레기를 쓰레기통에다가 버렸었거든.,0
5f409e7a9dd513131eaceb9a,내가 잘못해서 벌어진 일인데 뭐. 다 자업자득이야.,0
5f409ec99dd513131eaceb9e,알바비를 조금씩 모아서 산거기 땜에 비싼건 못 샀어.,1
5f409f249dd513131eaceba1,정말 그런 보험도 있었어? 당연히 가입해야지.,1
5f409fe29dd513131eacebab,나 드디어 프로젝트 끝났어!,1
5f40a0299dd513131eacebae,벌써 친구들이랑 내일 만나기로 약속 잡았어.,1
5f40a0409dd513131eacebaf,그것도 내일 친구들이랑 만나서 계획 할 거야!,1
5f40a1079dd513131eacebb7,아니 요즘 다 왜 이러는 거야? 난 정말 이해가 안 가.,0
5f40a1879dd513131eacebbb,사람한테 속은 느낌인 이 기분을 싹 사라지게 해줄 만한 영상이 있어?,0
5f40a6569dd513131eacec37,방 안에 고약한 냄새가 가득하고 날파리가 생겨서 얼른 쓰레기를 묶어서 버려야해.,0
5f40a7979dd513131eacec64,친구들을 만나보고 시간이 좀 남으면 어디가서 여행을 가서.,1
5f40a81a9dd513131eacec72,매일 환기를 시키고 청소를 하는데 왜 곰팡이가 안 없어지지?,0
5f40af539dd513131eacecf1,달리는 동안은 너무 지치고 힘들었는데 결승선에 들어서는 순간 너무 기분이 좋았어. 마음이 홀가분했어.,1
5f40b0dd9dd513131eacecfd,"아니, 요즘은 다 왜 이러는 거야? 이해가 안 돼!",0
5f40b16a9dd513131eaced01,너무 화가 나고 짜증이 나서 아무 영상도 보고 싶지 않아.,0
5f40b43e9dd513131eaced22,나 갇히게 된 거 같아!,0
5f40b4529dd513131eaced23,나 혼자 집에 갇힌 것 같아. 너무 무서워.,0
5f40b57c9dd513131eaced30,그것도 좋은 생각이야. 오랜만에 친구도 만나고 신나게 놀아야되겠어.,1
5f40b6899dd513131eaced39,"아니, 요즘 왜 그러는거지? 다들 이해가 안돼.",0
5f40b69f9dd513131eaced3a,유튜버들이 가짜가 많아. 허위 광고도 많고 짜증이 나. 도대체 뭘 믿으라는 건지.,0
5f40b6ea9dd513131eaced3c,사과 하는 것도 진실성이 없어보여. 다 그냥 눈 감고 아웅 하듯이 그냥 넘어갈려고만 하는 것 같아.,0
5f40b7809dd513131eaced42,집에서 자고 일어났는데 바깥이 물난리야! 물이 엄청 많이 차올랐어!,0
5f40b7eb9dd513131eaced45,나갈 수가 없어. 바깥에 물이 잔뜩 고여 있어. 차들도 물에 잠겨있는 거 같아. 둥둥 떠 있어.,0
5f40b98b9dd513131eaced53,너무 맘에 들어. 평소에 내가 원했던 향수야.,1
5f40bc339dd513131eaced68,그 전에보다 지금 얼마나 많은 노력을 했는지 요번에는 한참이나 기록이 올라갔어.,1
